HTS-4,COMMODITIES,IMPORT
8714,"PARTS AND ACCESSORIES FOR MOTORCYCLES, BICYCLES AND OTHER CYCLES, INCLUDING PARTS AND ACCESSORIES FOR DELIVERY TRICYCLES AND INVALID CARRIAGES",62794016
8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; AND PARTS THEREOF",1273145523
8804,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES) AND ROTOCHUTES; PARTS AND ACCESSORIES THERETO,286556
8903,YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES,111584460
8907,"FLOATING STRUCTURES NESOI (INCLUDING RAFTS, TANKS, COFFERDAMS, LANDING STAGES, BUOYS AND BEACONS)",9807275
9001,"OPTICAL FIBERS AND OPTICAL FIBER BUNDLES; OPTICAL FIBER CABLES NESOI; SHEETS AND PLATES OF POLARIZING MATERIAL; OPTICAL ELEMENTS, UNMOUNTED",147879904
9002,"OPTICAL ELEMENTS (INCLUDING LENSES, PRISMS AND MIRRORS), MOUNTED, EXCLUDING ELEMENTS OF GLASS NOT OPTICALLY WORKED; PARTS AND ACCESSORIES THEREOF",277166172
9006,PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASHBULBS (EXCEPT DISCHARGE LAMPS); PARTS AND ACCESSORIES,4017488
9007,CINEMATOGRAPHIC CAMERAS AND PROJECTORS (WITH OR WITHOUT SOUND RECORDING OR REPRODUCING APPARATUS); PARTS AND ACCESSORIES THEREOF,12089988
9008,"IMAGE PROJECTORS, PHOTOGRAPHIC ENLARGERS AND REDUCERS, OTHER THAN CINEMATOGRAPHIC; PARTS AND ACCESSORIES THEREOF",3275775
9010,APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC LABORATORIES NESOI; NEGATOSCOPES; PROJECTION SCREENS; PARTS AND ACCESSORIES THEREOF,39080212
9011,"COMPOUND OPTICAL MICROSCOPES, INCLUDING THOSE FOR PHOTOMICROGRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION; PARTS AND ACCESSORIES THEREOF",37318645
9013,"LIQUID CRYSTAL DEVICES NESOI; LASERS, OTHER THAN LASER DIODES; OPTICAL APPLIANCES AND INSTRUMENTS NESOI; PARTS AND ACCESSORIES THEREOF",315203228
9014,DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES; PARTS AND ACCESSORIES THEREOF,297247
9015,"SURVEYING, HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS ETC. NESOI; RANGEFINDERS; PARTS AND ACCESSORIES",103969145
9016,"BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS; PARTS AND ACCESSORIES THEREOF",19666584
9017,"DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS; HAND INSTRUMENTS FOR MEASURING LENGTH, NESOI; PARTS AND ACCESSORIES THEREOF",170177148
9023,"INSTRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES, UNSUITABLE FOR OTHER USES, AND PARTS AND ACCESSORIES THEREOF",117930811
9025,"HYDROMETERS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS AND PSYCHROMETERS ETC.; PARTS AND ACCESSORIES THEREOF",10535218
9026,"INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW, LEVEL, PRESSURE OR OTHER VARIABLES OF LIQUIDS OR GASES, NESOI; PARTS AND ACCESSORIES",1393520
9027,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, INCLUDING CHECKING VISCOSITY, EXPANSION, HEAT, SOUND, LIGHT ETC.; MICROTOMES; PARTS ETC.",25137799
9029,"REVOLUTION AND PRODUCTION COUNTERS, TAXIMETERS ETC.; SPEEDOMETERS AND TACHOMETERS NESOI; STROBOSCOPES; PARTS AND ACCESSORIES THEREOF",33537901
9030,"OSCILLOSCOPES, SPECTRUM ANALYZERS ETC. FOR MEASURING ETC. ELECTRICAL QUANTITIES, NESOI; DEVICES FOR MEASURING ETC. IONIZING RADIATIONS; PARTS ETC.",44233078
9031,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NESOI; PROFILE PROJECTORS; PARTS AND ACCESSORIES THEREOF",2708737
9104,"INSTRUMENT PANEL CLOCKS AND CLOCKS OF A SIMILAR TYPE FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS",691949
9106,"TIME OF DAY RECORDING APPARATUS AND APPARATUS FOR MEASURING, RECORDING OR INDICATING INTERVALS OF TIME, WITH CLOCK ETC. MOVEMENT OR SYNCHRONOUS MOTOR",28399288
9107,TIME SWITCHES WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR,34863474
9401,"SEATS (OTHER THAN BARBER, DENTAL AND SIMILAR CHAIRS), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF",9788722172
9403,"FURNITURE, NESOI (OTHER THAN SEATS, MEDICAL, SURGICAL, DENTAL OR VETERINARY FURNITURE) AND PARTS THEREOF",11301053952
9404,MATTRESS SUPPORTS; ARTICLES OF BEDDING AND SIMILAR FURNISHINGS WITH SPRINGS OR STUFFED OR INTERNALLY FITTED WITH MATERIAL OR OF RUBBER OR PLASTICS,849444036
9405,LAMPS AND LIGHTING FITTINGS AND PARTS THEREOF NESOI; ILLUMINATED SIGNS ETC. WITH A FIXED LIGHT SOURCE AND PARTS THEREOF NESOI,7248330975
9406,PREFABRICATED BUILDINGS,54572555
9606,"BUTTONS, PRESS-FASTENERS, SNAP-FASTENERS AND PRESS STUDS, BUTTON MOLDS AND OTHER PARTS OF THESE ARTICLES; BUTTON BLANKS",14311074
9607,SLIDE FASTENERS AND PARTS THEREOF,9402206
9620,"MONOPODS, BIPODS, TRIPODS AND SIMILAR ARTICLES",10433814
9701,"PAINTINGS, DRAWINGS AND PASTELS, EXECUTED BY HAND AS WORKS OF ART; COLLAGES AND SIMILAR DECORATIVE PLAQUES",73568977
9702,"ORIGINAL ENGRAVINGS, PRINTS AND LITHOGRAPHS, FRAMED OR NOT FRAMED",1028703
9703,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATERIAL",39919746
9704,"POSTAGE OR REVENUE STAMPS, STAMP-POSTMARKS, FIRST-DAY COVERS, POSTAL STATIONARY (STAMPED) ETC., USED OR UNUSED, OTHER THAN THOSE OF HEADING 4907",582974
9705,"COLLECTIONS AND COLLECTORS' PIECES OF ZOOLOGICAL, BOTANICAL, MINERALOGICAL, HISTORICAL, ARCHAELOGICAL, NUMISMATIC OR OTHER INTEREST",57753076
9706,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEARS,107158815
