Code,Product
0710.80.97,"Vegetables nesoi, uncooked or cooked by steaming or boiling in water, frozen, reduced"
0710.90.11,"Mixtures of pea pods and water chestnuts (other than Chinese water chestnuts),"
0710.90.91,"Mixtures of vegetables not elsewhere specified or included, uncooked or cooked by"
0711.40.00,"Cucumbers including gherkins, provisionally preserved but unsuitable in that state for"
0711.51.00,"Mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state"
0711.59.10,"Mushrooms, other than of the genus Agaricus, provisionally preserved but unsuitable in"
0711.90.20,"Leguminous vegetables, provisionally preserved but unsuitable in that state for"
0711.90.50,"Onions, provisionally preserved but unsuitable in that state for immediate consumption"
0711.90.65,"Vegetables nesoi, and mixtures of vegetables, provisionally preserved but unsuitable in"
0712.20.20,Dried onion powder or flour
0712.20.40,"Dried onions whole, cut, sliced or broken, but not further prepared"
0712.31.10,"Air dried or sun dried mushrooms of the genus Agaricus, whole, cut, sliced, broken or in"
0712.31.20,"Dried (not air or sun dried) mushrooms of the genus Agaricus, whole, cut, sliced, broken"
0712.32.00,"Dried wood ears (Auricularia spp.), whole, cut, sliced, broken or in powder, but not"
0712.33.00,"Dried jelly fungi (Tremella spp), whole, cut, sliced, broken or in powder, but not further"
0712.39.10,"Air dried or sun dried mushrooms (other than of the genus Agaricus), whole, cut, sliced,"
0712.39.20,"Dried (not air or sun dried) mushrooms (other than of the genus Agaricus), whole, cut,"
0712.39.40,"Dried truffles, whole, cut, sliced, broken or in powder, but not further prepared"
0712.90.10,"Dried carrots, whole, cut, sliced, broken or in powder, but not further prepared"
0712.90.15,"Dried olives, not ripe"
0712.90.20,"Dried olives, ripe"
0712.90.30,"Dried potatoes, whether or not cut or sliced but not further prepared"
0712.90.40,"Dried garlic, whole, cut, sliced, broken or in powder, but not further prepared"
0712.90.60,"Dried fennel, marjoram, parsley, savory and tarragon, crude or not manufactured"
0712.90.65,"Dried parsley nesoi, whole, cut, sliced, broken or in powder, but not further prepared"
0712.90.70,"Dried fennel, marjoram, savory and tarragon nesoi, whole, cut, sliced, broken or in"
0712.90.74,"Tomatoes, dried in powder"
0712.90.78,"Tomatoes, dried, whole, other"
0712.90.85,"Dried vegetables nesoi, and mixtures of dried vegetables, whole, cut, sliced, broken or"
0713.10.10,Seeds of peas of a kind used for sowing
0713.10.20,"Dried split peas, shelled"
0713.10.40,"Dried peas, nesoi, shelled"
0713.20.10,Seeds of chickpeas (garbanzos) of a kind used for sowing
0713.20.20,"Dried chickpeas (garbanzos), shelled"
0713.31.10,Seeds of beans of a kind used for sowing
0713.31.20,"Dried beans, shelled, if entered May 1 through August 31, inclusive, in any year"
0713.31.40,"Dried beans, shelled, if entered September 1 through the following April 30, or"
0713.32.10,Seeds of small red (adzuki) beans of a kind used for sowing
0713.32.20,"Dried small red (adzuki) beans, shelled"
0713.33.10,"Seeds of kidney beans, including white pea beans of a kind used for sowing"
0713.33.20,"Dried kidney beans, including white pea beans, shelled, if entered May 1 through"
0713.33.40,"Dried kidney beans, including white pea beans, shelled, if entered Sept. 1 through April"
0713.34.20,"Dried Bambara beans, shelled, if entered for consumption from May 1 through August"
0713.34.40,"Dried Bambara beans, shelled, if entered for consumption other than above period, or"
0713.35.00,"Dried cowpeas, shelled"
0713.39.11,"Seeds of beans nesoi, of a kind used for sowing"
0713.39.21,"Dried beans nesoi, shelled, if entered for consumption from May 1 through August 31,"
0713.39.41,"Dried beans nesoi, shelled, if entered for consumption September 1 through April 30, or"
0713.40.10,Lentil seeds of a kind used for sowing
0713.40.20,"Dried lentils, shelled"
0713.50.10,Seeds of broad beans and horse beans of a kind used for sowing
0713.50.20,"Dried broad beans and horse beans, shelled"
0713.60.60,"Dried pigeon pea seeds, shelled, if entered for consumption during the period from May"
0713.60.80,"Dried pigeon pea seeds, shelled, if entered Sept. 1 through the following April 30, or"
0713.90.11,"Seeds of leguminous vegetables nesoi, of a kind used for sowing"
0713.90.50,"Dried guar seeds, shelled"
0713.90.61,"Dried leguminous vegetables nesoi, shelled, if entered for consumption during the"
0713.90.81,"Dried leguminous vegetales, nesoi, shelled, if entered Sept. 1 through the following April"
0714.10.20,"Cassava (manioc), fresh, chilled or dried, whether or not sliced or in the form of pellets"
0714.20.10,"Sweet potatoes, frozen, whether or not sliced or in the form of pellets"
0714.20.20,"Sweet potatoes, fresh, chilled or dried, whether or not sliced or in the form of pellets"
0714.30.10,"Fresh or chilled yams (Dioscorea spp.), whether or not sliced or in the form of pellets"
0714.30.20,Frozen yams (Dioscorea spp.)
0714.30.60,"Dried yams (Dioscorea spp.), whether or not sliced but not in pellets"
0714.40.10,"Fresh or chilled taro (Colocasia spp.), whether or not sliced or in the form of pellets"
0714.40.20,Frozen taro (Colocasia spp.)
0714.40.50,"Dried taro (Colocasia spp.), in the form of pellets"
0714.40.60,"Dried taro (Colocasia spp.), whether or not sliced but not in pellets"
0714.50.10,"Fresh or chilled yautia (Xanthosoma spp.), whether or not sliced or in the form of pellets"
0714.50.20,Frozen yautia (Xanthosoma spp.)
0714.50.50,"Dried yautia (Xanthosoma spp.), in the form of pellets"
0714.50.60,"Dried yautia (Xanthosoma spp.), whether or not sliced but not in pellets"
0714.90.05,"Chinese water chestnuts, fresh or chilled"
0714.90.39,"Fresh or chilled arrowroot/salep/Jerusalem artichokes/similar roots & tubers, nesoi"
0714.90.41,"Mixtures of pea pods and Chineses water chestnuts, frozen"
0714.90.42,"Other mixtures of Chinese water chestnuts, frozen"
0714.90.44,"Chinese water chestnuts, not mixed, frozen"
0714.90.46,"Frozen dasheens/arrowroot/salep/Jerusalem artichokes/similar roots & tubers, nesoi"
0714.90.48,"Chinese water chestnuts, dried"
0714.90.51,"Dried dasheens, arrowroot, salep, Jerusalem artichokes and similar roots and tubers"
0714.90.61,"Dried dasheens, arrowroot, salep, Jerusalem artichokes, and similar roots and tubers"
0801.11.00,"Coconuts, desiccated"
0801.19.01,"Coconuts, fresh, not in the inner shell (endocarp)"
0801.31.00,"Cashew nuts, fresh or dried, in shell"
0801.32.00,"Cashew nuts, fresh or dried, shelled"
0802.11.00,"Almonds, fresh or dried, in shell"
0802.12.00,"Almonds, fresh or dried, shelled"
0802.22.00,"Hazelnuts or filberts, fresh or dried, shelled"
0802.31.00,"Walnuts, fresh or dried, in shell"
0802.32.00,"Walnuts, fresh or dried, shelled"
0802.41.00,"Chestnuts, fresh or dried, in shell"
0802.42.00,"Chestnuts, fresh or dried, shelled"
0802.51.00,"Pistachios, fresh or dried, in shell"
0802.52.00,"Pistachios, fresh or dried, shelled"
0802.62.00,"Macadamia nuts, shelled"
0802.80.20,"Areca nuts, fresh or dried, shelled"
0802.90.10,"Pecans, fresh or dried, in shell"
0802.90.15,"Pecans, fresh or dried, shelled"
0802.90.20,"Pignolias, fresh or dried, in shell"
0802.90.25,"Pignolias, fresh or dried, shelled"
0802.90.82,"Nuts,nesoi, fresh or dried, in shell"
0802.90.98,"Nuts nesoi, fresh or dried, shelled"
0803.10.20,"Plantains, dried"
0803.90.00,"Bananas, fresh or dried"
0804.10.20,"Dates, fresh or dried, whole, with or without pits, packed in units weighing (with"
0804.10.40,"Dates, fresh or dried, whole, with pits, packed in units weighing over 4.6 kg"
0804.10.60,"Dates, fresh or dried, whole, without pits, packed in units weighing over 4.6 kg"
0804.10.80,"Dates, fresh or dried, other than whole"
0804.20.40,"Figs, fresh or dried, whole, in units weighing more than 0.5 kg each"
0804.20.60,"Figs, fresh or dried, whole, in immediate containers weighing with their contents 0.5 kg"
0804.20.80,"Figs, fresh or dried, other than whole (including fig paste)"
0804.30.20,"Pineapples, fresh or dried, not reduced in size, in bulk"
0804.30.40,"Pineapples, fresh or dried, not reduced in size, in crates or other packages"
0804.30.60,"Pineapples, fresh or dried, reduced in size"
0804.50.40,"Guavas, mangoes, and mangosteens, fresh, if entered during the period September 1"
0804.50.60,"Guavas, mangoes, and mangosteens, fresh, if entered during the period June 1 through"
0804.50.80,"Guavas, mangoes, and mangosteens, dried"
0805.10.00,"Oranges, fresh or dried"
0805.21.00,"Mandarins and other similar citrus hybrids including tangerines, satsumas, clementines,"
0805.22.00,"Clementines, fresh or dried, other"
0805.29.00,"Wilkings and similar citrus hybrids, fresh or dried, other"
0806.20.10,"Raisins, made from dried seedless grapes"
0806.20.20,"Raisins, made from other than seedless grapes"
0806.20.90,"Grapes, dried, other than raisins"
0808.10.00,"Apples, fresh"
0808.30.20,"Pears, fresh, if entered during the period from April 1 through June 30, inclusive"
0808.30.40,"Pears, fresh, if entered during the period from July 1 through the following March 31,"
0808.40.20,"Quinces, fresh, if entered during the period from April 1 through June 30, inclusive"
0808.40.40,"Quinces, fresh, if entered during the period from July 1 through the following March 31,"
0809.29.00,"Other cherries, fresh"
0809.30.20,"Peaches, including nectarines, fresh, if entered during the period from June 1 through"
0809.30.40,"Peaches, including nectarines, fresh, if entered during the period from December 1"
0810.10.20,"Strawberries, fresh, if entered during the period from June 15 through September 15,"
0810.10.40,"Strawberries, fresh, if entered during the period from September 16 through the"
0810.20.10,"Raspberries and loganberries, fresh, if entered during the period from September 1"
0810.30.00,"Black, white or red currants and gooseberries (other than kiwifruit), fresh"
0810.40.00,"Cranberries, blueberries and other fruits of the genus Vaccinium, fresh"
0810.70.00,"Persimmons, fresh"
0810.90.27,"Other berries and tamarinds, fresh"
0810.90.46,"Fruit, not elsewhere specified or included, fresh"
0811.10.00,"Strawberries, frozen, in water or containing added sweetening"
0811.20.20,"Raspberries, loganberries, black currants and gooseberries, frozen, in water or"
0811.20.40,"Blackberries, mulberries and white or red currants, frozen, in water or containing added"
0811.90.10,"Bananas and plantains, frozen, in water or containing added sweetening"
0811.90.20,"Blueberries, frozen, in water or containing added sweetening"
0811.90.22,"Boysenberries, frozen, in water or containing added sweetening"
0811.90.25,"Cashew apples, mameyes colorados, sapodillas, soursops and sweetsops, frozen, in"
0811.90.30,"Coconut meat, frozen, in water or containing added sweetening"
0811.90.35,"Cranberries, frozen, in water or containing added sweetening"
0811.90.40,"Papayas, frozen, in water or containing added sweetening"
0811.90.50,"Pineapples, frozen, in water or containing added sweetening"
0811.90.52,"Mangoes, frozen, whether or not previously steamed or boiled"
0811.90.55,"Melons, frozen, in water or containing added sweetening"
0811.90.80,"Fruit, nesoi, frozen, whether or not previously steamed or boiled"
0812.90.10,"Mixtures of two or more fruits, provisionally preserved, but unsuitable in that state for"
0812.90.20,"Citrus fruit, provisionally preserved, but unsuitable in that state for immediate"
0812.90.30,"Figs, provisionally preserved, but unsuitable in that state for immediate consumption"
0812.90.40,"Pineapples, provisionally preserved, but unsuitable in that state for immediate"
0812.90.50,"Strawberries, provisionally preserved, but unsuitable in that state for immediate"
0812.90.90,"Fruit and nuts nesoi, including mixtures containing nuts, provisionally preserved, but not"
0813.10.00,"Apricots, dried"
0813.20.10,"Prunes and plums, soaked in brine and dried"
0813.20.20,"Prunes and plums, dried, (except if presoaked in brine)"
0813.30.00,"Apples, dried"
0813.40.10,"Papayas, dried"
0813.40.15,"Barberries, dried"
0813.40.20,"Berries except barberries, dried"
0813.40.30,"Cherries, dried"
0813.40.40,"Peaches, dried"
0813.40.80,"Tamarinds, dried"
0813.40.90,"Fruit nesoi, dried, other than that of headings 0801 to 0806, and excluding mixtures"
0813.50.00,Mixtures of nuts or dried fruits of Chapter 8
0814.00.10,"Peel of orange or citron, fresh, frozen, dried or provisionally preserved in brine, in sulfur"
0814.00.40,"Lime peel, fresh, frozen or in brine"
0814.00.80,"Peel of citrus fruit, excl. orange or citron and peel, nesoi, of melon, fresh, frozen, dried"
1001.11.00,"Durum wheat, seed"
1001.99.00,Wheat & meslin other than durum or seed wheat
1003.10.00,"Barley, seed"
1003.90.20,"Barley, other than seed, for malting purposes"
1003.90.40,"Barley, not seed, other than for malting purposes"
1004.10.00,"Oats, seed"
1004.90.00,"Oats, other than seed"
1005.90.20,Yellow dent corn
1005.90.40,"Corn (maize), other than seed and yellow dent corn"
1006.20.20,"Basmati rice, husked"
1006.20.40,"Husked (brown) rice, other than Basmati"
1006.30.10,"Rice semi-milled or wholly milled, whether or not polished or glazed, parboiled"
1006.30.90,"Rice semi-milled or wholly milled, whether or not polished or glazed, other than"
1006.40.00,Broken rice
1007.10.00,"Grain sorghum, seed"
1007.90.00,"Grain sorghum, other than seed"
1008.10.00,Buckwheat
1008.21.00,"Millet, seed"
1008.29.00,"Millet, other than seed"
1008.30.00,Canary seed
1008.50.00,Quinoa (Chenopodium quinoa)
1008.90.01,Cereals nesoi (including wild rice)
1101.00.00,Wheat or meslin flour
1102.20.00,Corn (maize) flour
1102.90.20,Buckwheat flour
1102.90.25,Rice flour
1102.90.27,Rye flour
1102.90.30,"Cereal flours nesoi, mixed together"
1102.90.60,"Cereal flours, other than of wheat or meslin, rye, corn, rice or buckwheat"
1103.11.00,Groats and meal of wheat
1103.13.00,Groats and meal of corn (maize)
1103.19.12,Groats and meal of oats
1103.19.14,Groats and meal of rice
1103.19.90,"Groats and meal of cereals other than wheat, oats, corn (maize) or rice"
1103.20.00,Pellets of cereals
1104.12.00,Rolled or flaked grains of oats
1104.19.10,Rolled or flaked grains of barley
1104.19.90,"Rolled or flaked grains of cereals, other than of barley or oats"
1104.22.00,"Grains of oats, hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not"
1104.23.00,"Grains of corn (maize), hulled, pearled, clipped, sliced, kibbled or otherwise worked, but"
1104.29.10,"Grains of barley, hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not"
1104.29.90,"Grains of cereals other than barley, oats or corn, hulled, pearled, clipped, sliced, kibbled"
1104.30.00,"Germ of cereals, whole, rolled, flaked or ground"
1105.10.00,"Flour, meal and powder of potatoes"
1105.20.00,"Flakes, granules and pellets, of potatoes"
1106.10.00,"Flour, meal and powder of the dried leguminous vegetables of heading 0713"
