district,name,party,state,twitter,url,district_N
U.S. House Wisconsin District 7,Sean Duffy,Republican,Wisconsin,https://www.twitter.com/Duffy4Wisconsin,https://ballotpedia.org/Sean_Duffy,7
"Candidate, U.S. House Wisconsin District 3",Steve Toft,Republican,Wisconsin,https://www.twitter.com/toftforcongress,https://ballotpedia.org/Steve_Toft,3
U.S. House Wyoming At-large District,Liz Cheney,Republican,Wyoming,https://www.twitter.com/Liz_Cheney,https://ballotpedia.org/Liz_Cheney,0
U.S. House Alabama District 1,Bradley Byrne,Republican,Alabama,https://www.twitter.com/BradleyByrne,https://ballotpedia.org/Bradley_Byrne,1
"Candidate, U.S. House Arizona District 3",Nicolas Pierson,Republican,Arizona,https://www.twitter.com/PiersonCongress,https://ballotpedia.org/Nicolas_Pierson,3
"Candidate, U.S. House California District 44",Aja Brown,Democratic,California,https://www.twitter.com/AjaLBrown,https://ballotpedia.org/Aja_Brown,44
"Candidate, U.S. House California District 14",Cristina Osmeña,Republican,California,https://www.twitter.com/CristinaOsmena,https://ballotpedia.org/Cristina_Osme%C3%B1a,14
"Candidate, U.S. House California District 52",Omar Qudrat,Republican,California,https://www.twitter.com/OmarQudrat,https://ballotpedia.org/Omar_Qudrat,52
"Candidate, U.S. House Connecticut District 1",Jennifer Nye,Republican,Connecticut,https://www.twitter.com/Nye4Congress,https://ballotpedia.org/Jennifer_Nye,1
"Candidate, U.S. House Hawaii District 1",Cam Cavasso,Republican,Hawaii,https://www.twitter.com/camcavasso,https://ballotpedia.org/Cam_Cavasso,1
"Candidate, U.S. House Louisiana District 5",Jessee Carlton Fleenor,Democratic,Louisiana,https://www.twitter.com/VoteJessee,https://ballotpedia.org/Jessee_Carlton_Fleenor,5
"Candidate, U.S. House Massachusetts District 6",Joseph Schneider,Republican,Massachusetts,https://www.twitter.com/JoeSchneiderMA,https://ballotpedia.org/Joseph_Schneider,6
"Candidate, U.S. House Massachusetts District 9",Peter Tedeschi,Republican,Massachusetts,https://www.twitter.com/PDTedeschi,https://ballotpedia.org/Peter_Tedeschi,9
"Candidate, U.S. House Michigan District 4",Jerry Hilliard,Democratic,Michigan,https://www.twitter.com/HilliardForCong,https://ballotpedia.org/Jerry_Hilliard,4
"Candidate, U.S. House Nebraska District 1",Jessica McClure,Democratic,Nebraska,https://www.twitter.com/Clure4Congress,https://ballotpedia.org/Jessica_McClure,1
"Candidate, U.S. House New Jersey District 1",Paul Dilks,Republican,New Jersey,https://www.twitter.com/PaulDilks,https://ballotpedia.org/Paul_Dilks,1
"Candidate, U.S. House New York District 12",Eliot Rabin,Republican,New York,https://www.twitter.com/EliotRabinForUS,https://ballotpedia.org/Eliot_Rabin,12
"Candidate, U.S. House New York District 25",James Maxwell,Republican,New York,https://www.twitter.com/drjimmaxwell,https://ballotpedia.org/James_Maxwell_(New_York),25
"Candidate, U.S. House New York District 26",Renee Zeno,Republican,New York,https://www.twitter.com/ZenoforCongress,https://ballotpedia.org/Renee_Zeno,26
"Candidate, U.S. House Ohio District 13",Christopher DePizzo,Republican,Ohio,https://www.twitter.com/ChrisDePizzo,https://ballotpedia.org/Christopher_DePizzo,13
"Candidate, U.S. House Pennsylvania District 4",Dan David,Republican,Pennsylvania,https://www.twitter.com/DanDavidPA,https://ballotpedia.org/Dan_David,4
"Candidate, U.S. House South Carolina District 3",Mary Geren,Democratic,South Carolina,https://www.twitter.com/marygeren,https://ballotpedia.org/Mary_Geren,3
"Candidate, U.S. House Texas District 13",Greg Sagan,Democratic,Texas,https://www.twitter.com/gtsagan,https://ballotpedia.org/Greg_Sagan,13
"Candidate, U.S. House Texas District 35",David Smalling,Republican,Texas,https://www.twitter.com/SmallingforCD35,https://ballotpedia.org/David_Smalling,35
"Candidate, U.S. House Washington District 10",Joseph Brumbles,Republican,Washington,https://www.twitter.com/josephbrumbles,https://ballotpedia.org/Joseph_Brumbles,10
